Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
3,2,6,5,yes,no,hadoop,database security,excellent,medium,parallel computing,developer,Web Services,yes,Management,smart worker,yes,yes,Web Developer
7,5,9,4,no,yes,python,web technologies,excellent,poor,programming,developer,Product based,no,Technical,smart worker,yes,yes,Web Developer
8,0,1,5,no,no,python,testing,poor,poor,programming,developer,SAaS services,yes,Technical,smart worker,no,no,Web Developer
7,3,7,4,yes,yes,hadoop,game development,poor,poor,networks,cloud computing,Product based,no,Management,hard worker,no,yes,Web Developer
9,6,6,6,yes,yes,full stack,testing,poor,excellent,hacking,system developer,Finance,no,Technical,hard worker,yes,yes,Web Developer
1,6,6,3,no,yes,hadoop,hacking,medium,medium,IOT,testing,Sales and Marketing,no,Management,smart worker,no,yes,Web Developer
1,1,7,1,yes,no,machine learning,data science,poor,medium,networks,developer,Product based,no,Management,hard worker,no,no,Web Developer
2,0,8,5,yes,yes,app development,data science,excellent,medium,parallel computing,cloud computing,Service Based,no,Management,hard worker,yes,no,Web Developer
7,2,3,2,yes,no,shell programming,database security,poor,excellent,Management,testing,Web Services,yes,Management,hard worker,yes,no,Web Developer
7,1,8,3,yes,no,full stack,testing,poor,excellent,hacking,testing,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
9,3,2,5,no,no,information security,web technologies,excellent,poor,hacking,developer,Web Services,no,Management,hard worker,yes,yes,Web Developer
4,3,5,3,yes,no,shell programming,database security,medium,excellent,programming,security,Sales and Marketing,no,Technical,smart worker,no,yes,Web Developer
6,5,6,5,yes,yes,r programming,web technologies,excellent,poor,cloud computing,cloud computing,Web Services,yes,Management,hard worker,no,no,Web Developer
4,2,8,9,no,yes,information security,hacking,poor,poor,parallel computing,cloud computing,Web Services,no,Technical,smart worker,yes,yes,Web Developer
4,1,1,4,no,yes,information security,system designing,excellent,poor,programming,security,BPA,yes,Technical,smart worker,no,yes,Web Developer
2,1,5,2,yes,no,information security,system designing,poor,medium,Software Engineering,developer,Web Services,yes,Management,hard worker,no,yes,Web Developer
1,0,8,8,yes,yes,r programming,web technologies,excellent,poor,cloud computing,testing,product development,yes,Management,hard worker,no,no,Web Developer
1,3,8,4,no,no,distro making,game development,medium,medium,Software Engineering,security,SAaS services,yes,Management,hard worker,no,no,Web Developer
6,2,3,6,no,no,shell programming,cloud computing,poor,excellent,hacking,cloud computing,Product based,yes,Technical,hard worker,no,no,Web Developer
6,4,7,2,no,yes,machine learning,hacking,poor,excellent,networks,cloud computing,Service Based,yes,Management,smart worker,yes,no,Web Developer
6,4,7,1,no,yes,hadoop,game development,medium,excellent,parallel computing,system developer,Cloud Services,yes,Technical,smart worker,yes,no,Web Developer
4,0,5,9,yes,yes,distro making,database security,poor,medium,Management,system developer,Web Services,no,Management,hard worker,no,yes,Web Developer
4,5,7,8,no,yes,shell programming,testing,medium,medium,data engineering,security,Finance,no,Technical,hard worker,yes,no,Web Developer
9,0,2,5,no,yes,r programming,game development,poor,excellent,cloud computing,testing,Product based,yes,Management,hard worker,no,no,Web Developer
1,2,1,4,no,no,r programming,database security,poor,medium,Management,developer,Product based,no,Technical,smart worker,no,no,Web Developer
9,1,6,6,yes,yes,app development,data science,poor,poor,cloud computing,system developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Web Developer
8,1,8,1,no,no,information security,data science,poor,medium,Computer Architecture,developer,Product based,yes,Management,hard worker,yes,yes,Web Developer
1,6,6,3,yes,yes,app development,data science,excellent,poor,Management,testing,Finance,yes,Management,hard worker,no,no,Web Developer
3,5,3,4,yes,no,machine learning,hacking,excellent,excellent,networks,cloud computing,Cloud Services,no,Technical,hard worker,yes,yes,Web Developer
2,5,4,1,yes,no,machine learning,hacking,medium,excellent,Computer Architecture,Business process analyst,Finance,no,Management,smart worker,yes,no,Web Developer
2,6,5,6,yes,no,shell programming,data science,poor,poor,parallel computing,developer,BPA,no,Management,smart worker,yes,yes,Web Developer
1,1,4,6,yes,yes,distro making,game development,excellent,excellent,Management,security,product development,yes,Technical,hard worker,no,yes,Web Developer
3,6,8,9,yes,no,hadoop,cloud computing,excellent,excellent,networks,Business process analyst,Web Services,yes,Technical,hard worker,no,no,Web Developer
4,0,3,4,yes,yes,r programming,testing,poor,excellent,hacking,Business process analyst,Finance,no,Technical,smart worker,no,no,Web Developer
3,4,8,5,yes,no,r programming,testing,excellent,poor,parallel computing,system developer,BPA,no,Technical,smart worker,yes,yes,Web Developer
5,2,7,6,no,no,python,hacking,medium,excellent,Management,Business process analyst,Sales and Marketing,no,Technical,smart worker,yes,yes,Web Developer
9,6,4,2,yes,no,python,testing,medium,excellent,Management,Business process analyst,SAaS services,yes,Management,hard worker,no,yes,Web Developer
4,5,6,6,yes,yes,machine learning,hacking,medium,excellent,IOT,cloud computing,product development,no,Technical,hard worker,yes,yes,Web Developer
8,0,6,6,yes,no,machine learning,testing,poor,poor,parallel computing,cloud computing,Product based,yes,Management,hard worker,yes,no,Web Developer
7,1,7,3,no,yes,machine learning,data science,poor,medium,Computer Architecture,Business process analyst,Web Services,no,Technical,smart worker,no,no,Web Developer
2,6,1,8,no,no,information security,database security,poor,excellent,data engineering,cloud computing,Sales and Marketing,no,Management,smart worker,no,yes,Web Developer
9,3,4,3,yes,no,app development,game development,medium,excellent,networks,Business process analyst,Sales and Marketing,yes,Technical,hard worker,yes,no,Web Developer
2,5,3,3,no,no,shell programming,system designing,excellent,excellent,parallel computing,system developer,BPA,no,Management,smart worker,yes,no,Web Developer
1,3,5,3,no,no,information security,web technologies,poor,excellent,data engineering,testing,Product based,no,Technical,smart worker,yes,yes,Web Developer
2,4,5,6,yes,no,distro making,system designing,poor,medium,data engineering,developer,Sales and Marketing,yes,Management,hard worker,no,no,Web Developer
3,1,7,7,no,no,app development,testing,excellent,medium,IOT,developer,Product based,no,Management,smart worker,no,yes,Web Developer
2,0,1,2,no,yes,r programming,game development,excellent,excellent,programming,security,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
9,5,1,7,yes,no,machine learning,data science,excellent,poor,networks,system developer,Cloud Services,yes,Management,hard worker,yes,no,Web Developer
8,1,5,8,no,yes,information security,testing,excellent,excellent,data engineering,cloud computing,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
6,4,3,9,yes,yes,full stack,data science,excellent,poor,Computer Architecture,system developer,Product based,yes,Management,hard worker,yes,yes,Web Developer
6,1,2,1,yes,no,machine learning,data science,poor,poor,Management,cloud computing,Service Based,no,Management,smart worker,no,no,Web Developer
4,0,8,3,no,yes,distro making,data science,poor,poor,Software Engineering,developer,Finance,yes,Technical,smart worker,yes,yes,Web Developer
2,4,2,2,yes,no,machine learning,testing,medium,medium,cloud computing,testing,SAaS services,no,Management,hard worker,no,no,Web Developer
1,3,5,5,yes,no,machine learning,testing,medium,excellent,parallel computing,developer,BPA,no,Management,hard worker,no,no,Web Developer
7,4,3,8,yes,no,machine learning,database security,excellent,excellent,data engineering,cloud computing,Service Based,yes,Management,hard worker,yes,no,Web Developer
1,3,6,5,no,yes,machine learning,data science,medium,medium,Computer Architecture,security,Web Services,no,Technical,hard worker,no,no,Web Developer
7,4,7,7,no,no,python,system designing,medium,medium,IOT,testing,Service Based,yes,Management,smart worker,no,yes,Web Developer
8,3,3,4,yes,no,hadoop,cloud computing,medium,excellent,cloud computing,Business process analyst,Service Based,yes,Technical,smart worker,yes,yes,Web Developer
5,6,5,7,no,no,information security,web technologies,excellent,poor,Management,developer,Service Based,yes,Management,hard worker,no,yes,Web Developer
1,4,9,3,yes,yes,information security,data science,excellent,excellent,programming,system developer,product development,no,Management,hard worker,yes,yes,Web Developer
3,4,5,1,yes,yes,distro making,web technologies,poor,medium,Computer Architecture,Business process analyst,BPA,no,Technical,hard worker,no,no,Web Developer
8,5,4,1,no,no,r programming,system designing,medium,excellent,networks,Business process analyst,Service Based,no,Technical,smart worker,no,yes,Web Developer
7,1,5,2,no,yes,shell programming,data science,poor,medium,programming,cloud computing,Web Services,yes,Management,hard worker,no,no,Web Developer
3,2,8,1,no,no,distro making,cloud computing,poor,medium,IOT,testing,SAaS services,no,Management,smart worker,no,yes,Web Developer
2,2,1,8,yes,no,app development,testing,excellent,medium,Computer Architecture,developer,Cloud Services,no,Technical,smart worker,no,yes,Web Developer
2,3,5,8,no,no,information security,data science,medium,medium,Computer Architecture,developer,Sales and Marketing,yes,Management,hard worker,yes,no,Web Developer
8,5,4,1,yes,yes,full stack,game development,poor,medium,hacking,system developer,Finance,yes,Management,hard worker,no,yes,Web Developer
5,5,8,9,yes,no,information security,cloud computing,excellent,excellent,programming,system developer,BPA,no,Management,smart worker,no,no,Web Developer
9,1,8,6,yes,no,hadoop,system designing,poor,excellent,Management,system developer,Service Based,yes,Technical,smart worker,no,no,Web Developer
5,1,6,4,no,no,shell programming,game development,excellent,medium,Management,cloud computing,Service Based,no,Technical,smart worker,no,no,Web Developer
3,6,4,3,yes,yes,distro making,hacking,medium,poor,programming,testing,SAaS services,no,Management,hard worker,yes,yes,Web Developer
4,0,3,2,no,yes,full stack,testing,excellent,excellent,cloud computing,Business process analyst,Web Services,yes,Technical,hard worker,no,yes,Web Developer
2,5,2,9,no,no,information security,game development,excellent,poor,IOT,security,Product based,no,Management,smart worker,yes,yes,Web Developer
6,2,4,3,no,yes,information security,data science,medium,medium,data engineering,developer,BPA,yes,Management,smart worker,yes,no,Web Developer
5,6,1,6,no,no,full stack,database security,poor,poor,cloud computing,testing,Service Based,no,Management,smart worker,no,no,Web Developer
8,3,9,7,no,yes,full stack,web technologies,poor,medium,Software Engineering,testing,product development,no,Management,smart worker,no,no,Web Developer
5,4,7,7,no,yes,information security,hacking,poor,excellent,networks,security,Service Based,yes,Management,smart worker,yes,no,Web Developer
7,2,4,6,yes,no,app development,hacking,poor,poor,programming,testing,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,Web Developer
5,3,5,4,yes,no,r programming,testing,poor,medium,cloud computing,cloud computing,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
5,5,6,4,yes,yes,app development,game development,poor,excellent,programming,system developer,BPA,no,Management,smart worker,yes,no,Web Developer
5,5,8,7,no,no,python,testing,poor,medium,data engineering,system developer,Service Based,no,Management,smart worker,no,yes,Web Developer
2,5,7,5,no,no,shell programming,database security,medium,medium,data engineering,system developer,product development,yes,Management,hard worker,no,yes,Web Developer
4,3,2,8,no,yes,app development,testing,medium,medium,Management,testing,BPA,no,Technical,hard worker,yes,no,Web Developer
9,4,2,9,yes,no,hadoop,web technologies,poor,poor,IOT,Business process analyst,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
9,0,2,6,no,no,r programming,web technologies,excellent,poor,cloud computing,cloud computing,BPA,yes,Technical,smart worker,yes,yes,Web Developer
3,2,9,2,no,no,machine learning,system designing,medium,poor,data engineering,security,product development,yes,Management,smart worker,yes,yes,Web Developer
7,6,1,5,yes,no,hadoop,cloud computing,medium,poor,IOT,system developer,product development,yes,Management,hard worker,no,no,Web Developer
3,4,6,5,yes,no,information security,system designing,poor,medium,hacking,cloud computing,SAaS services,no,Technical,smart worker,yes,yes,Web Developer
8,6,9,4,no,no,shell programming,data science,excellent,medium,Software Engineering,security,Product based,yes,Management,hard worker,yes,no,Web Developer
5,6,9,2,yes,no,shell programming,game development,poor,medium,parallel computing,security,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
7,3,5,7,no,no,information security,hacking,excellent,medium,IOT,security,Web Services,yes,Management,hard worker,no,no,Web Developer
8,0,7,4,no,no,distro making,system designing,excellent,excellent,parallel computing,security,Service Based,no,Technical,hard worker,no,no,Web Developer
4,5,7,9,no,yes,app development,cloud computing,poor,poor,hacking,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Web Developer
5,3,3,2,no,no,python,data science,medium,medium,programming,cloud computing,Service Based,yes,Management,hard worker,no,yes,Web Developer
4,0,1,5,yes,yes,full stack,testing,excellent,medium,programming,developer,Service Based,no,Technical,smart worker,no,no,Web Developer
8,1,6,8,yes,no,r programming,game development,excellent,poor,IOT,testing,Finance,yes,Technical,hard worker,yes,yes,Web Developer
4,0,9,7,yes,yes,r programming,database security,poor,excellent,Computer Architecture,testing,product development,yes,Technical,hard worker,yes,yes,Web Developer
4,5,4,8,yes,no,full stack,data science,poor,poor,programming,system developer,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
8,0,7,5,no,no,machine learning,cloud computing,excellent,medium,hacking,developer,Product based,yes,Technical,hard worker,yes,yes,Web Developer
6,1,3,7,no,no,shell programming,web technologies,poor,medium,data engineering,security,SAaS services,no,Technical,hard worker,yes,yes,Web Developer
2,6,8,1,yes,no,shell programming,web technologies,excellent,medium,cloud computing,cloud computing,SAaS services,yes,Management,hard worker,no,no,Web Developer
2,1,8,7,no,yes,machine learning,web technologies,medium,excellent,data engineering,cloud computing,Web Services,no,Management,smart worker,no,no,Web Developer
7,0,6,9,no,no,python,web technologies,medium,poor,data engineering,developer,Product based,yes,Management,smart worker,yes,no,Web Developer
1,6,5,7,yes,no,app development,database security,excellent,excellent,cloud computing,developer,BPA,no,Technical,hard worker,yes,yes,Web Developer
1,4,1,5,no,yes,shell programming,game development,excellent,excellent,cloud computing,cloud computing,BPA,yes,Technical,smart worker,yes,no,Web Developer
9,4,8,3,yes,no,r programming,game development,poor,poor,hacking,security,Finance,yes,Technical,smart worker,no,yes,Web Developer
2,4,6,9,yes,yes,information security,web technologies,poor,poor,parallel computing,testing,Product based,no,Technical,smart worker,no,yes,Web Developer
8,0,2,2,yes,no,app development,testing,medium,medium,Computer Architecture,system developer,Product based,yes,Management,smart worker,yes,yes,Web Developer
9,0,7,2,yes,no,full stack,testing,excellent,excellent,IOT,testing,BPA,no,Management,smart worker,yes,yes,Web Developer
7,3,8,6,yes,no,distro making,database security,poor,excellent,hacking,system developer,Product based,yes,Technical,hard worker,no,yes,Web Developer
8,5,6,6,yes,no,machine learning,cloud computing,excellent,excellent,programming,Business process analyst,product development,no,Technical,smart worker,no,yes,Web Developer
1,0,4,7,no,no,python,cloud computing,medium,medium,networks,security,Web Services,yes,Technical,smart worker,yes,no,Web Developer
7,0,3,6,no,yes,shell programming,hacking,poor,medium,programming,testing,Service Based,no,Technical,smart worker,no,no,Web Developer
5,5,8,6,no,no,shell programming,data science,poor,poor,data engineering,system developer,Finance,no,Technical,smart worker,no,yes,Web Developer
6,2,1,5,yes,yes,distro making,database security,excellent,poor,Software Engineering,system developer,product development,yes,Management,smart worker,no,yes,Web Developer
2,2,9,6,no,no,app development,database security,medium,poor,Software Engineering,security,SAaS services,yes,Technical,hard worker,no,no,Web Developer
8,3,4,7,yes,no,information security,database security,poor,excellent,programming,developer,Web Services,no,Technical,hard worker,no,no,Web Developer
5,2,2,9,no,yes,information security,game development,medium,excellent,Management,Business process analyst,Finance,yes,Management,hard worker,yes,no,Web Developer
5,2,9,1,no,yes,python,data science,excellent,excellent,programming,Business process analyst,Product based,yes,Technical,smart worker,yes,no,Web Developer
2,2,7,6,yes,yes,r programming,game development,excellent,poor,IOT,Business process analyst,Sales and Marketing,yes,Management,smart worker,no,yes,Web Developer
6,0,7,7,no,yes,machine learning,testing,excellent,excellent,Management,developer,BPA,no,Technical,smart worker,yes,no,Web Developer
1,3,2,6,yes,no,r programming,cloud computing,excellent,medium,IOT,cloud computing,BPA,no,Management,hard worker,yes,no,Web Developer
3,1,8,4,no,no,distro making,database security,excellent,medium,cloud computing,developer,Finance,yes,Technical,smart worker,yes,yes,Web Developer
5,5,8,5,yes,yes,app development,web technologies,poor,excellent,networks,developer,Cloud Services,no,Management,smart worker,no,no,Web Developer
6,1,3,9,yes,no,hadoop,cloud computing,poor,medium,Management,testing,Finance,yes,Technical,hard worker,no,yes,Web Developer
4,1,1,2,no,yes,shell programming,database security,medium,poor,IOT,Business process analyst,Product based,no,Management,smart worker,yes,yes,Web Developer
5,4,5,4,yes,yes,information security,testing,poor,medium,Software Engineering,system developer,SAaS services,yes,Technical,hard worker,no,no,Web Developer
8,3,7,3,yes,no,full stack,data science,excellent,medium,programming,system developer,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
4,2,6,3,yes,yes,python,hacking,poor,medium,programming,developer,Web Services,no,Technical,smart worker,no,yes,Web Developer
1,1,9,2,yes,yes,full stack,hacking,excellent,poor,Computer Architecture,security,Service Based,yes,Management,hard worker,yes,no,Web Developer
7,3,6,9,no,no,full stack,system designing,poor,medium,Software Engineering,system developer,SAaS services,yes,Management,smart worker,yes,no,Web Developer
7,6,7,3,yes,no,shell programming,cloud computing,medium,medium,Software Engineering,system developer,product development,no,Technical,hard worker,yes,yes,Web Developer
1,2,5,6,yes,no,distro making,system designing,medium,poor,hacking,developer,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
9,0,4,7,yes,no,r programming,game development,poor,excellent,hacking,security,Cloud Services,yes,Technical,hard worker,no,no,Web Developer
1,3,3,1,no,yes,full stack,web technologies,poor,medium,Management,testing,Product based,no,Management,smart worker,no,yes,Web Developer
4,0,6,2,yes,yes,distro making,web technologies,excellent,poor,parallel computing,Business process analyst,Product based,no,Technical,smart worker,yes,yes,Web Developer
4,2,4,2,yes,yes,hadoop,game development,excellent,medium,cloud computing,testing,BPA,yes,Management,smart worker,yes,no,Web Developer
5,2,9,8,no,yes,information security,system designing,excellent,medium,programming,system developer,Web Services,no,Technical,hard worker,no,no,Web Developer
1,2,8,5,no,no,python,database security,medium,excellent,programming,security,Testing and Maintainance Services,no,Management,hard worker,no,yes,Web Developer
4,3,5,3,no,yes,shell programming,hacking,medium,poor,hacking,testing,product development,yes,Technical,hard worker,no,yes,Web Developer
6,5,1,3,no,yes,full stack,hacking,excellent,excellent,parallel computing,developer,Cloud Services,no,Technical,smart worker,yes,yes,Web Developer
2,3,7,5,no,yes,python,web technologies,excellent,poor,IOT,testing,Product based,yes,Management,smart worker,no,no,Web Developer
8,1,4,8,yes,yes,information security,web technologies,poor,poor,IOT,developer,Cloud Services,no,Technical,smart worker,yes,no,Web Developer
9,5,1,3,no,no,hadoop,cloud computing,medium,excellent,cloud computing,security,product development,yes,Management,hard worker,no,no,Web Developer
7,6,7,7,yes,no,information security,database security,poor,excellent,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
7,5,4,9,no,no,machine learning,system designing,poor,poor,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Management,hard worker,yes,no,Web Developer
8,0,8,4,no,no,hadoop,web technologies,medium,poor,parallel computing,Business process analyst,Finance,yes,Management,smart worker,yes,no,Web Developer
9,3,9,8,yes,no,distro making,hacking,medium,medium,Software Engineering,security,product development,no,Technical,hard worker,yes,yes,Web Developer
9,0,2,6,yes,yes,information security,system designing,poor,poor,Software Engineering,testing,Web Services,no,Technical,hard worker,no,yes,Web Developer
7,2,9,8,yes,no,information security,testing,excellent,medium,Computer Architecture,developer,Testing and Maintainance Services,no,Technical,smart worker,no,no,Web Developer
2,3,7,4,no,no,information security,database security,medium,medium,hacking,system developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Web Developer
5,5,9,8,no,no,app development,cloud computing,medium,medium,parallel computing,cloud computing,Testing and Maintainance Services,yes,Technical,smart worker,no,yes,Web Developer
4,0,6,1,yes,yes,r programming,cloud computing,poor,excellent,Computer Architecture,cloud computing,Finance,no,Technical,smart worker,yes,no,Web Developer
7,4,1,2,yes,no,app development,database security,excellent,medium,IOT,testing,Service Based,no,Management,smart worker,no,yes,Web Developer
8,4,5,7,no,yes,distro making,testing,excellent,poor,programming,testing,Web Services,yes,Management,smart worker,no,no,Web Developer
8,5,9,2,yes,yes,full stack,system designing,excellent,poor,cloud computing,developer,Finance,yes,Management,hard worker,yes,yes,Web Developer
8,6,7,4,yes,no,full stack,web technologies,excellent,excellent,IOT,developer,SAaS services,yes,Management,smart worker,yes,yes,Web Developer
3,4,9,8,yes,no,full stack,web technologies,medium,medium,networks,cloud computing,product development,yes,Management,smart worker,no,yes,Web Developer
2,0,7,5,yes,no,distro making,testing,poor,excellent,networks,Business process analyst,product development,yes,Management,smart worker,no,yes,Web Developer
5,6,6,8,no,no,python,game development,poor,poor,Software Engineering,developer,SAaS services,no,Management,hard worker,yes,no,Web Developer
1,0,4,2,yes,no,information security,data science,excellent,medium,cloud computing,system developer,Web Services,yes,Technical,smart worker,yes,no,Web Developer
5,6,6,2,yes,no,hadoop,database security,excellent,poor,hacking,cloud computing,BPA,no,Management,hard worker,no,yes,Web Developer
3,3,5,5,yes,yes,python,database security,excellent,medium,parallel computing,security,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
4,0,4,4,no,yes,app development,cloud computing,poor,poor,Management,system developer,Sales and Marketing,no,Technical,hard worker,yes,no,Web Developer
2,2,4,5,no,yes,app development,web technologies,medium,poor,programming,system developer,Finance,no,Technical,smart worker,yes,yes,Web Developer
5,5,1,3,yes,no,distro making,cloud computing,excellent,poor,hacking,system developer,Web Services,no,Technical,hard worker,yes,yes,Web Developer
1,1,1,2,no,no,information security,system designing,excellent,excellent,hacking,Business process analyst,BPA,yes,Management,smart worker,yes,no,Web Developer
5,5,2,6,yes,no,full stack,system designing,medium,poor,hacking,testing,Testing and Maintainance Services,yes,Technical,hard worker,no,yes,Web Developer
3,3,9,5,no,no,shell programming,data science,excellent,excellent,hacking,cloud computing,Testing and Maintainance Services,no,Management,smart worker,yes,no,Web Developer
5,5,2,7,yes,no,hadoop,system designing,excellent,excellent,Computer Architecture,system developer,Service Based,no,Technical,smart worker,yes,no,Web Developer
2,3,8,2,no,yes,app development,system designing,medium,poor,cloud computing,Business process analyst,Finance,yes,Technical,smart worker,yes,yes,Web Developer
7,3,1,4,yes,yes,machine learning,data science,excellent,medium,programming,security,BPA,no,Management,hard worker,no,no,Web Developer
9,1,5,6,no,no,shell programming,web technologies,excellent,medium,data engineering,developer,Finance,yes,Management,smart worker,no,yes,Web Developer
8,4,6,2,no,yes,distro making,testing,poor,excellent,networks,testing,Web Services,no,Management,hard worker,yes,yes,Web Developer
9,3,7,2,yes,no,distro making,game development,medium,medium,cloud computing,testing,Sales and Marketing,no,Management,smart worker,no,no,Web Developer
8,3,9,7,yes,no,shell programming,game development,poor,medium,networks,cloud computing,Web Services,yes,Management,smart worker,no,no,Web Developer
1,1,3,7,no,yes,python,cloud computing,excellent,poor,Management,security,Web Services,no,Technical,hard worker,yes,no,Web Developer
6,6,8,7,yes,no,machine learning,cloud computing,excellent,poor,cloud computing,system developer,Service Based,no,Technical,smart worker,no,yes,Web Developer
4,6,8,7,no,no,machine learning,database security,poor,poor,data engineering,security,product development,yes,Technical,smart worker,yes,yes,Web Developer
7,2,4,6,yes,no,shell programming,data science,poor,medium,Software Engineering,developer,product development,yes,Technical,hard worker,no,no,Web Developer
5,0,2,6,no,yes,shell programming,cloud computing,poor,poor,hacking,Business process analyst,Web Services,yes,Technical,hard worker,yes,yes,Web Developer
7,2,5,6,no,yes,full stack,data science,poor,poor,IOT,system developer,Cloud Services,no,Technical,smart worker,no,no,Web Developer
3,1,1,9,yes,no,r programming,hacking,medium,poor,networks,system developer,Finance,no,Technical,hard worker,yes,yes,Web Developer
2,6,4,7,yes,yes,full stack,testing,medium,excellent,Computer Architecture,Business process analyst,Product based,no,Management,smart worker,no,yes,Web Developer
4,0,6,6,no,yes,full stack,system designing,medium,excellent,Management,cloud computing,SAaS services,yes,Technical,smart worker,yes,yes,Web Developer
5,2,1,3,yes,no,python,testing,excellent,medium,cloud computing,security,BPA,no,Management,smart worker,no,yes,Web Developer
6,4,7,8,no,yes,information security,database security,medium,poor,data engineering,developer,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
2,5,7,8,yes,no,python,cloud computing,poor,medium,Management,developer,Sales and Marketing,no,Management,smart worker,yes,yes,Web Developer
7,5,9,4,no,yes,machine learning,data science,excellent,poor,Software Engineering,system developer,Web Services,yes,Management,hard worker,no,no,Web Developer
1,1,9,3,no,no,shell programming,hacking,poor,medium,parallel computing,system developer,Finance,no,Management,hard worker,yes,no,Web Developer
9,1,3,1,yes,yes,information security,database security,excellent,medium,IOT,testing,SAaS services,yes,Management,smart worker,yes,yes,Web Developer
8,0,5,5,no,yes,full stack,database security,medium,excellent,hacking,security,product development,yes,Technical,hard worker,yes,yes,Web Developer
1,1,2,1,yes,yes,shell programming,data science,excellent,poor,IOT,security,Cloud Services,yes,Technical,hard worker,no,no,Web Developer
7,5,1,3,no,no,app development,web technologies,poor,poor,networks,cloud computing,Finance,yes,Management,hard worker,yes,yes,Web Developer
6,6,8,5,no,yes,hadoop,database security,medium,poor,hacking,cloud computing,product development,no,Technical,hard worker,no,no,Web Developer
9,1,4,7,no,yes,machine learning,web technologies,poor,excellent,Management,developer,Finance,yes,Management,hard worker,no,yes,Web Developer
4,2,9,1,yes,yes,app development,testing,excellent,excellent,Software Engineering,system developer,Sales and Marketing,yes,Technical,hard worker,no,no,Web Developer
5,3,6,7,yes,no,information security,testing,medium,medium,IOT,security,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,Web Developer
2,6,3,1,no,yes,r programming,database security,medium,excellent,programming,testing,Testing and Maintainance Services,no,Technical,smart worker,no,yes,Web Developer
7,0,3,6,yes,no,full stack,testing,poor,medium,Computer Architecture,developer,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
2,4,9,1,no,no,hadoop,hacking,excellent,medium,programming,security,Finance,yes,Management,smart worker,yes,no,Web Developer
2,0,2,9,yes,yes,hadoop,system designing,excellent,poor,cloud computing,system developer,Sales and Marketing,yes,Technical,hard worker,yes,no,Web Developer
7,3,6,1,yes,yes,python,system designing,poor,poor,networks,Business process analyst,Cloud Services,yes,Technical,hard worker,yes,no,Web Developer
8,2,9,7,yes,no,full stack,web technologies,medium,poor,hacking,Business process analyst,Sales and Marketing,no,Technical,hard worker,yes,no,Web Developer
5,4,5,3,no,yes,r programming,web technologies,excellent,medium,Software Engineering,developer,Finance,no,Technical,hard worker,no,yes,Web Developer
1,2,9,3,yes,yes,machine learning,database security,medium,poor,programming,system developer,Finance,yes,Management,smart worker,yes,yes,Web Developer
1,2,5,5,yes,yes,shell programming,game development,poor,medium,data engineering,cloud computing,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
8,5,3,3,no,no,full stack,database security,poor,poor,Software Engineering,cloud computing,Web Services,yes,Technical,smart worker,no,no,Web Developer
8,6,9,4,no,no,app development,database security,excellent,medium,Software Engineering,system developer,Cloud Services,no,Technical,smart worker,yes,yes,Web Developer
9,2,4,1,no,yes,hadoop,system designing,poor,excellent,Software Engineering,developer,BPA,no,Technical,hard worker,yes,no,Web Developer
6,6,6,9,yes,no,information security,database security,medium,excellent,IOT,security,Finance,no,Technical,hard worker,yes,yes,Web Developer
1,1,2,8,yes,no,hadoop,web technologies,excellent,poor,networks,security,product development,yes,Management,hard worker,no,no,Web Developer
6,3,3,9,yes,yes,full stack,database security,medium,excellent,Software Engineering,testing,Cloud Services,yes,Technical,smart worker,no,yes,Web Developer
1,6,4,1,yes,yes,app development,system designing,poor,excellent,Management,Business process analyst,Finance,yes,Technical,smart worker,no,no,Web Developer
9,6,4,8,yes,yes,machine learning,testing,excellent,poor,Software Engineering,testing,Sales and Marketing,yes,Management,hard worker,no,yes,Web Developer
9,0,5,2,yes,yes,hadoop,data science,medium,poor,Software Engineering,cloud computing,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
2,1,1,3,no,yes,python,system designing,poor,poor,programming,testing,SAaS services,yes,Management,hard worker,no,no,Web Developer
